physician_id,quarter,region,specialty,panel_size,years_experience,digital_engagement_score,rep_visits_per_quarter,formulary_access_pct,peer_influence_score,expected_scripts,actual_scripts,under_prescriber
411,2023-Q1,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,90.2,0
411,2023-Q2,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,60.5,0
411,2023-Q3,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,75.3,0
411,2023-Q4,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,61.7,0
411,2024-Q1,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,88.0,0
411,2024-Q2,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,64.9,0
411,2024-Q3,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,67.6,0
411,2024-Q4,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,85.4,0
411,2025-Q1,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,90.8,0
411,2025-Q2,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,78.7,0
411,2025-Q3,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,85.9,0
411,2025-Q4,Midwest,Primary Care,1654,13,0.984,3,0.907,0.155,66.2,85.6,0
412,2023-Q1,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,31.2,0
412,2023-Q2,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,28.8,0
412,2023-Q3,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,29.8,0
412,2023-Q4,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,27.8,0
412,2024-Q1,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,35.5,0
412,2024-Q2,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,24.3,1
412,2024-Q3,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,26.3,0
412,2024-Q4,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,29.6,0
412,2025-Q1,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,39.1,0
412,2025-Q2,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,36.4,0
412,2025-Q3,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,23.2,1
412,2025-Q4,Southeast,Neurology,816,25,0.42,1,0.817,0.496,32.6,37.8,0
413,2023-Q1,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,38.7,0
413,2023-Q2,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,39.4,0
413,2023-Q3,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,37.7,0
413,2023-Q4,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,26.8,0
413,2024-Q1,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,37.3,0
413,2024-Q2,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,35.6,0
413,2024-Q3,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,25.3,0
413,2024-Q4,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,23.4,1
413,2025-Q1,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,38.1,0
413,2025-Q2,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,32.4,0
413,2025-Q3,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,27.1,0
413,2025-Q4,Southeast,Cardiology,789,12,0.522,4,0.538,0.408,31.6,32.2,0
414,2023-Q1,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,46.8,0
414,2023-Q2,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,35.2,0
414,2023-Q3,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,44.0,0
414,2023-Q4,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,36.3,0
414,2024-Q1,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,36.7,0
414,2024-Q2,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,56.1,0
414,2024-Q3,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,44.9,0
414,2024-Q4,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,46.0,0
414,2025-Q1,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,30.4,1
414,2025-Q2,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,40.3,0
414,2025-Q3,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,47.7,0
414,2025-Q4,Southeast,Cardiology,1171,34,0.488,2,0.656,0.1,46.8,45.9,0
415,2023-Q1,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,29.0,1
415,2023-Q2,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,46.3,0
415,2023-Q3,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,60.6,0
415,2023-Q4,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,49.8,0
415,2024-Q1,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,56.6,0
415,2024-Q2,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,37.2,1
415,2024-Q3,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,37.5,1
415,2024-Q4,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,60.7,0
415,2025-Q1,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,50.5,0
415,2025-Q2,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,50.5,0
415,2025-Q3,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,41.2,0
415,2025-Q4,Southwest,Primary Care,1272,20,0.245,2,0.977,0.447,50.9,50.5,0
416,2023-Q1,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,78.7,0
416,2023-Q2,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,86.7,0
416,2023-Q3,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,70.4,0
416,2023-Q4,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,68.4,0
416,2024-Q1,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,73.0,0
416,2024-Q2,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,66.2,0
416,2024-Q3,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,66.7,0
416,2024-Q4,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,76.3,0
416,2025-Q1,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,74.1,0
416,2025-Q2,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,93.0,0
416,2025-Q3,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,76.6,0
416,2025-Q4,Southwest,Neurology,1615,34,0.784,3,0.812,0.049,64.6,83.5,0
417,2023-Q1,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,58.6,0
417,2023-Q2,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,56.6,0
417,2023-Q3,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,53.1,0
417,2023-Q4,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,61.4,0
417,2024-Q1,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,34.9,1
417,2024-Q2,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,58.2,0
417,2024-Q3,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,38.6,1
417,2024-Q4,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,42.1,0
417,2025-Q1,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,51.5,0
417,2025-Q2,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,57.0,0
417,2025-Q3,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,37.2,1
417,2025-Q4,Southeast,Neurology,1383,33,0.295,1,0.552,0.374,55.3,42.5,0
418,2023-Q1,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,58.6,0
418,2023-Q2,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,52.4,0
418,2023-Q3,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,69.0,0
418,2023-Q4,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,50.5,0
418,2024-Q1,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,54.7,0
418,2024-Q2,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,59.9,0
418,2024-Q3,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,61.6,0
418,2024-Q4,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,64.2,0
418,2025-Q1,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,58.4,0
418,2025-Q2,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,62.7,0
418,2025-Q3,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,51.0,0
418,2025-Q4,Southeast,Pulmonology,1134,15,0.985,3,0.829,0.47,45.4,61.8,0
419,2023-Q1,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,68.0,0
419,2023-Q2,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,61.4,0
419,2023-Q3,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,67.1,0
419,2023-Q4,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,67.4,0
419,2024-Q1,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,65.4,0
419,2024-Q2,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,64.8,0
419,2024-Q3,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,69.7,0
419,2024-Q4,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,69.6,0
419,2025-Q1,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,91.9,0
419,2025-Q2,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,68.4,0
419,2025-Q3,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,76.1,0
419,2025-Q4,West,Pulmonology,1729,34,0.476,2,0.924,0.561,69.2,66.5,0
420,2023-Q1,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,21.1,0
420,2023-Q2,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,18.2,0
420,2023-Q3,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,22.2,0
420,2023-Q4,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,27.0,0
420,2024-Q1,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,21.5,0
420,2024-Q2,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,22.9,0
420,2024-Q3,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,28.4,0
420,2024-Q4,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,24.8,0
420,2025-Q1,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,20.4,0
420,2025-Q2,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,23.7,0
420,2025-Q3,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,20.1,0
420,2025-Q4,Southeast,Neurology,603,9,0.57,0,0.679,0.844,24.1,24.6,0
421,2023-Q1,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,12.8,1
421,2023-Q2,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,26.3,0
421,2023-Q3,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,23.1,0
421,2023-Q4,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,28.4,0
421,2024-Q1,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,18.1,1
421,2024-Q2,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,23.8,0
421,2024-Q3,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,28.7,0
421,2024-Q4,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,22.2,0
421,2025-Q1,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,28.4,0
421,2025-Q2,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,24.2,0
421,2025-Q3,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,26.5,0
421,2025-Q4,Northeast,Cardiology,721,10,0.136,4,0.431,0.601,28.8,29.2,0
422,2023-Q1,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,42.1,0
422,2023-Q2,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,35.9,1
422,2023-Q3,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,53.4,0
422,2023-Q4,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,56.7,0
422,2024-Q1,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,36.3,1
422,2024-Q2,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,52.3,0
422,2024-Q3,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,57.6,0
422,2024-Q4,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,54.0,0
422,2025-Q1,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,46.5,0
422,2025-Q2,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,42.6,0
422,2025-Q3,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,50.2,0
422,2025-Q4,Southeast,Endocrinology,1232,20,0.4,2,0.866,0.507,49.3,51.4,0
423,2023-Q1,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,50.1,0
423,2023-Q2,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,62.7,0
423,2023-Q3,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,63.5,0
423,2023-Q4,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,53.1,0
423,2024-Q1,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,66.5,0
423,2024-Q2,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,58.3,0
423,2024-Q3,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,49.2,0
423,2024-Q4,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,52.6,0
423,2025-Q1,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,62.9,0
423,2025-Q2,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,61.4,0
423,2025-Q3,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,47.9,0
423,2025-Q4,Northeast,Neurology,1136,24,0.817,3,0.818,0.969,45.4,54.2,0
424,2023-Q1,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,49.1,0
424,2023-Q2,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,34.7,0
424,2023-Q3,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,34.0,0
424,2023-Q4,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,42.9,0
424,2024-Q1,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,35.6,0
424,2024-Q2,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,37.8,0
424,2024-Q3,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,44.8,0
424,2024-Q4,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,36.1,0
424,2025-Q1,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,27.4,1
424,2025-Q2,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,31.5,0
424,2025-Q3,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,39.5,0
424,2025-Q4,West,Pulmonology,1022,9,0.013,4,0.802,0.565,40.9,28.0,1
425,2023-Q1,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,35.9,0
425,2023-Q2,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,17.1,1
425,2023-Q3,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,29.1,0
425,2023-Q4,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,30.8,0
425,2024-Q1,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,28.2,0
425,2024-Q2,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,34.7,0
425,2024-Q3,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,36.1,0
425,2024-Q4,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,25.0,0
425,2025-Q1,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,39.9,0
425,2025-Q2,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,24.9,0
425,2025-Q3,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,36.5,0
425,2025-Q4,West,Neurology,712,13,0.247,7,0.421,0.569,28.5,31.6,0
426,2023-Q1,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,49.4,0
426,2023-Q2,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,47.4,0
426,2023-Q3,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,59.2,0
426,2023-Q4,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,32.6,0
426,2024-Q1,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,49.6,0
426,2024-Q2,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,46.7,0
426,2024-Q3,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,51.8,0
426,2024-Q4,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,51.2,0
426,2025-Q1,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,45.6,0
426,2025-Q2,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,47.7,0
426,2025-Q3,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,41.9,0
426,2025-Q4,Northeast,Primary Care,1056,26,0.518,4,0.827,0.283,42.2,50.5,0
427,2023-Q1,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,60.5,0
427,2023-Q2,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,44.8,0
427,2023-Q3,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,55.3,0
427,2023-Q4,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,55.7,0
427,2024-Q1,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,41.6,1
427,2024-Q2,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,38.6,1
427,2024-Q3,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,49.2,0
427,2024-Q4,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,56.9,0
427,2025-Q1,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,35.5,1
427,2025-Q2,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,43.4,1
427,2025-Q3,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,54.8,0
427,2025-Q4,Southwest,Primary Care,1471,30,0.025,1,0.985,0.236,58.8,50.1,0
428,2023-Q1,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,32.2,0
428,2023-Q2,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,38.2,0
428,2023-Q3,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,32.8,0
428,2023-Q4,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,29.5,0
428,2024-Q1,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,26.4,0
428,2024-Q2,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,32.8,0
428,2024-Q3,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,28.2,0
428,2024-Q4,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,27.8,0
428,2025-Q1,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,35.8,0
428,2025-Q2,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,26.0,0
428,2025-Q3,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,39.5,0
428,2025-Q4,Southwest,Endocrinology,706,33,0.358,5,0.974,0.905,28.2,34.2,0
429,2023-Q1,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,36.5,0
429,2023-Q2,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,41.8,0
429,2023-Q3,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,31.9,0
429,2023-Q4,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,39.4,0
429,2024-Q1,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,36.0,0
429,2024-Q2,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,31.8,0
429,2024-Q3,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,38.5,0
429,2024-Q4,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,36.2,0
429,2025-Q1,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,33.4,0
429,2025-Q2,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,36.7,0
429,2025-Q3,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,35.9,0
429,2025-Q4,Midwest,Neurology,837,20,0.626,3,0.755,0.436,33.5,35.8,0
430,2023-Q1,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,34.7,0
430,2023-Q2,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,22.8,0
430,2023-Q3,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,24.8,0
430,2023-Q4,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,28.8,0
430,2024-Q1,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,40.8,0
430,2024-Q2,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,38.6,0
430,2024-Q3,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,34.3,0
430,2024-Q4,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,32.7,0
430,2025-Q1,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,22.8,0
430,2025-Q2,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,31.8,0
430,2025-Q3,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,28.7,0
430,2025-Q4,West,Cardiology,743,18,0.083,5,0.95,0.355,29.7,27.5,0
431,2023-Q1,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,34.2,0
431,2023-Q2,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,31.9,0
431,2023-Q3,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,29.1,1
431,2023-Q4,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,30.3,1
431,2024-Q1,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,32.2,0
431,2024-Q2,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,28.4,1
431,2024-Q3,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,33.2,0
431,2024-Q4,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,31.5,0
431,2025-Q1,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,29.4,1
431,2025-Q2,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,43.1,0
431,2025-Q3,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,35.8,0
431,2025-Q4,Midwest,Primary Care,1035,32,0.115,2,0.412,0.363,41.4,30.8,1
432,2023-Q1,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,27.5,0
432,2023-Q2,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,45.3,0
432,2023-Q3,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,27.1,0
432,2023-Q4,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,20.0,1
432,2024-Q1,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,22.3,1
432,2024-Q2,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,34.2,0
432,2024-Q3,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,37.1,0
432,2024-Q4,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,27.0,0
432,2025-Q1,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,36.8,0
432,2025-Q2,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,34.1,0
432,2025-Q3,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,29.4,0
432,2025-Q4,Northeast,Neurology,840,23,0.418,1,0.733,0.145,33.6,29.1,0
433,2023-Q1,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,73.3,0
433,2023-Q2,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,71.8,0
433,2023-Q3,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,78.9,0
433,2023-Q4,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,77.3,0
433,2024-Q1,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,73.2,0
433,2024-Q2,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,64.5,0
433,2024-Q3,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,74.3,0
433,2024-Q4,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,70.2,0
433,2025-Q1,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,68.0,0
433,2025-Q2,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,95.0,0
433,2025-Q3,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,56.9,0
433,2025-Q4,West,Cardiology,1507,4,0.913,3,0.608,0.727,60.3,79.5,0
434,2023-Q1,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,44.7,0
434,2023-Q2,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,34.1,1
434,2023-Q3,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,43.0,0
434,2023-Q4,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,28.1,1
434,2024-Q1,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,24.6,1
434,2024-Q2,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,36.4,1
434,2024-Q3,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,26.4,1
434,2024-Q4,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,49.4,0
434,2025-Q1,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,26.6,1
434,2025-Q2,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,30.3,1
434,2025-Q3,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,41.2,0
434,2025-Q4,Southeast,Neurology,1245,8,0.052,1,0.443,0.595,49.8,33.7,1
435,2023-Q1,Southwest,Pulmonology,1913,11,0.645,0,0.743,0.809,76.5,84.1,0
435,2023-Q2,Southwest,Pulmonology,1913,11,0.645,0,0.743,0.809,76.5,81.3,0
